SMILES,SMILES_rdkit_final,logP,fu_in_vitro,REF_logP,REF_Fup
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)c(F)c4)CC3)c(C(N)=O)c2)c1,Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)c(F)c4)CC3)c(C(N)=O)c2)c1,3.84,,CHEMBL,
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c(C(N)=O)c2)c1,Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c(C(N)=O)c2)c1,3.94,,CHEMBL,
Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,Cn1cnc(-c2ccc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,3.7,,CHEMBL,
Cn1cnc(-c2cnc(N)c(O[C@H]3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c2)c1,Cn1cnc(-c2cnc(N)c(OC3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3(F)F)c2)c1,3.43,,CHEMBL,
Cn1cnc(-c2cnc(N)c(O[C@@H]3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)C[C@H]3F)c2)c1,Cn1cnc(-c2cnc(N)c(OC3CN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3F)c2)c1,3.13,,CHEMBL,
Cn1cnc(-c2cnc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,Cn1cnc(-c2cnc(OC3CCN(C(=O)Cc4ccc(OC(F)(F)F)cc4)CC3)c(C(N)=O)c2)c1,3.09,,CHEMBL,
Cn1cnc(c1)S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@@]2(CN=C(c1c(Cl)cccc1Cl)O)CC1CC1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2c(Cl)cccc2Cl)CC2CC2)c1,,0.08,,Watanabe
Cn1cnc(c1)S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@@]2(CN=C(c1cc(Cl)cc(c1)Cl)O)CC1CC1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2cc(Cl)cc(Cl)c2)CC2CC2)c1,,0.02,,Watanabe
Cn1cnc(c1)S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@@]2(CN=C(c1ccc(c(c1)Cl)Cl)O)CC1CC1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,,0.02,,Watanabe
Clc1ccc(c(c1)Cl)C(=NC[C@]1(c2ccccn2)[C@H]2[C@@H]1CN(C2)S(=O)(=O)c1ncn(c1)C)O,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,2.74,0.14,,Watanabe
Clc1ccc(c(c1)Cl)C(=NC[C@]1(CC2CC2)[C@H]2[C@@H]1CN(C2)S(=O)(=O)c1ncn(c1)C)O,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccc(Cl)cc2Cl)CC2CC2)c1,,0.05,,Watanabe
Cn1cnc(c1)S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@@]2(CN=C(c1cccc(c1)C(F)(F)F)O)CC1CC1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,2.91,0.04,,Watanabe
Cn1cnc(c1)S(=O)(=O)N1C[C@@H]2[C@H](C1)[C@@]2(CN=C(c1ccccc1C(F)(F)F)O)CC1CC1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CN=C(O)c2ccccc2C(F)(F)F)CC2CC2)c1,,0.07,,Watanabe
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2c(Cl)cccc2Cl)CC2CC2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2c(Cl)cccc2Cl)CC2CC2)c1,3.19,0.08,CHEMBL,CHEMBL
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2cc(Cl)cc(Cl)c2)CC2CC2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2cc(Cl)cc(Cl)c2)CC2CC2)c1,3.19,0.02,CHEMBL,CHEMBL
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccc(Cl)c(Cl)c2)CC2CC2)c1,3.19,0.02,CHEMBL,CHEMBL
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccc(Cl)cc2Cl)c2ccccn2)c1,2.74,0.14,CHEMBL,CHEMBL
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2cccc(C(F)(F)F)c2)CC2CC2)c1,2.91,0.04,CHEMBL,CHEMBL
Cn1cnc(S(=O)(=O)N2C[C@H]3[C@@H](C2)[C@]3(CNC(=O)c2ccccc2C(F)(F)F)c2ccccn2)c1,Cn1cnc(S(=O)(=O)N2CC3C(C2)C3(CNC(=O)c2ccccc2C(F)(F)F)c2ccccn2)c1,2.45,0.076,CHEMBL,CHEMBL
CN1C=NC2=C1C=C(C(=O)NOCCO)C(NC1=CC=C(Br)C=C1Cl)=C2F,Cn1cnc2c(F)c(Nc3ccc(Br)cc3Cl)c(C(=O)NOCCO)cc21,2.05,0.016,HTTK,
Cn1cnc2ccc(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cc21,Cn1cnc2ccc(-c3cc(F)c(Cn4cnc5cnccc5c4=O)c(F)c3)cc21,3.67,0.06,CHEMBL,CHEMBL
Cn1cnc2ncn(Cc3nc([C@@H]4[C@H]5CN(c6cccc(Cl)c6)C[C@H]54)no3)c(=O)c21,Cn1cnc2ncn(Cc3nc(C4C5CN(c6cccc(Cl)c6)CC54)no3)c(=O)c21,2.06,0.016,CHEMBL,CHEMBL
Cn1cnc2ncn(Cc3nc([C@@H]4CO[C@@H](c5ccc(Cl)cc5)C4)no3)c(=O)c21,Cn1cnc2ncn(Cc3nc(C4COC(c5ccc(Cl)cc5)C4)no3)c(=O)c21,2.46,0.141,CHEMBL,CHEMBL
Cn1cnc2ncn(Cc3nn([C@H]4C[C@H](c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn(C4CC(c5ccc(Cl)cc5)C4)c(=O)o3)c(=O)c21,2.1,0.06,CHEMBL,CHEMBL
Cn1cnc2ncn(Cc3nn(C[C@H](F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,Cn1cnc2ncn(Cc3nn(CC(F)c4ccc(Cl)cc4)c(=O)o3)c(=O)c21,1.69,0.3,CHEMBL,CHEMBL
CN1C=NC=C1C(N)(C1=CC=C(Cl)C=C1)C1=CC2=C(C=C1)N(C)C(=O)C=C2C1=CC(Cl)=CC=C1,Cn1cncc1C(N)(c1ccc(Cl)cc1)c1ccc2c(c1)c(-c1cccc(Cl)c1)cc(=O)n2C,5.09,0.006,HTTK,HTTK
Cn1cncc1-c1cc(F)ccc1CN1CCP(=O)(O)[C@](CCCCN)(C(=O)O)C1,Cn1cncc1-c1cc(F)ccc1CN1CCP(=O)(O)C(CCCCN)(C(=O)O)C1,2.26,0.95,CHEMBL,CHEMBL
Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1,Cn1nc(C(C)(C)C)cc1NC(=O)C(C)(C)S(=O)(=O)c1ccc(Cl)cc1,3.56,0.064,CHEMBL,CHEMBL
Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4cccnc34)cc21,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4cccnc34)cc21,3.47,0.022,CHEMBL,CHEMBL
Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4ncccc34)cc21,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4ncccc34)cc21,3.47,0.03,CHEMBL,CHEMBL
Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4nccnc34)cc21,Cn1nc(C2CC2)c2ccc(Nc3n[nH]c4nccnc34)cc21,2.86,0.03,CHEMBL,CHEMBL
Cn1nc(-c2ccc(F)cc2)cc1C1(c2ccccn2)CCN(CCc2ccccc2)CC1.O=C(O)C(F)(F)F,Cn1nc(-c2ccc(F)cc2)cc1C1(c2ccccn2)CCN(CCc2ccccc2)CC1.O=C(O)C(F)(F)F,5.25,0.01,CHEMBL,CHEMBL
Cn1nc(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,Cn1nc(-c2cccc3ccccc23)cc1C(=O)N1CCC(CO)CC1,3.08,0.023,CHEMBL,CHEMBL
Cn1nc(-c2ccncc2)cc1NC(=O)[C@H](Cc1ccccc1)NCC(=O)O,Cn1nc(-c2ccncc2)cc1NC(=O)C(Cc1ccccc1)NCC(=O)O,1.71,0.16,CHEMBL,CHEMBL
Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)c(F)c3)n2)nc1C1(c2ccccc2)CC1,Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)c(F)c3)n2)nc1C1(c2ccccc2)CC1,2.84,0.2,CHEMBL,CHEMBL
Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)nc1C1(c2ccccc2)CC1,Cn1nc(-c2cnc(N)c(-c3ccc(C(N)=O)cc3)n2)nc1C1(c2ccccc2)CC1,2.7,0.22,CHEMBL,CHEMBL
Cn1nc(-c2cnc(N)c(-c3cn[nH]c3)n2)nc1C1(c2ccccc2)CC1,Cn1nc(-c2cnc(N)c(-c3cn[nH]c3)n2)nc1C1(c2ccccc2)CC1,2.32,0.39,CHEMBL,CHEMBL
Cn1nc(-c2cnc(N)c(-c3nnc(C(C)(C)C)o3)n2)nc1C1(c2ccccc2)CC1,Cn1nc(-c2cnc(N)c(-c3nnc(C(C)(C)C)o3)n2)nc1C1(c2ccccc2)CC1,3.28,0.031,CHEMBL,CHEMBL
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2cc(OC(F)F)ccc21,3.64,0.001,CHEMBL,CHEMBL
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(Cl)cc21,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(Cl)cc21,3.69,0.003,CHEMBL,CHEMBL
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(F)cc21,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)C)c3n2)c2ccc(F)cc21,3.18,0.0014,CHEMBL,CHEMBL
Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c2ccc(Cl)cc21,Cn1nc(-c2cnc3[nH]cc(C(=O)NC(C)(C)CO)c3n2)c2ccc(Cl)cc21,2.67,0.003,CHEMBL,CHEMBL
Cn1nc(-c2cnc3[nH]cc(C(=O)N[C@]4(C)C[C@H](N)C4)c3n2)c2ccc(F)cc21,Cn1nc(-c2cnc3[nH]cc(C(=O)NC4(C)CC(N)C4)c3n2)c2ccc(F)cc21,2.26,0.08,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](Nc2cc(=O)n(C)c4ncccc24)C3)c1Cl,Cn1ncc(C(=O)N2C3CCC2CC(Nc2cc(=O)n(C)c4ncccc24)C3)c1Cl,2.57,0.01,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2[C@H]3CC[C@@H]2C[C@H](Nc2n[nH]c4ccc(F)cc24)C3)c1Cl,Cn1ncc(C(=O)N2C3CCC2CC(Nc2n[nH]c4ccc(F)cc24)C3)c1Cl,3.34,0.08,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4cc(F)c(F)cc34)CC2)c1Cl,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4cc(F)c(F)cc34)CC2)c1Cl,2.91,0.4,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccc(F)cc34)CC2)c1Cl,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccc(F)cc34)CC2)c1Cl,2.77,0.4,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccccc34)CC2)c1Cl,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)[nH]c4ccccc34)CC2)c1Cl,2.63,0.3,CHEMBL,CHEMBL
Cn1ncc(C(=O)N2CCC(Nc3cc(=O)n(C)c4ccccc34)CC2)c1Cl,Cn1ncc(C(=O)N2CCC(Nc3cc(=O)n(C)c4ccccc34)CC2)c1Cl,2.64,0.03,CHEMBL,CHEMBL
Cn1ncc(C(=O)N[C@@H](Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,Cn1ncc(C(=O)NC(Cc2ccc(OC(F)(F)F)c(Cl)c2)C(=O)NC2(C#N)CC2)n1,1.88,0.2264,CHEMBL,CHEMBL
Cn1ncc(NC(=O)[C@@H]2C[C@@H]3C[C@@H]3C[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,Cn1ncc(NC(=O)C2CC3CC3CC2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,4.31,0.066,CHEMBL,CHEMBL
Cn1ncc(NC(=O)[C@@H]2CCCC[C@H]2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,Cn1ncc(NC(=O)C2CCCCC2C(=O)c2ccc(-c3cc[nH]n3)cc2)c1C(F)(F)F,4.46,0.075,CHEMBL,CHEMBL
Cn1ncc2cc(CN3CCO[C@H](COc4ccccc4)C3)ccc21,Cn1ncc2cc(CN3CCOC(COc4ccccc4)C3)ccc21,2.85,0.039,CHEMBL,CHEMBL
Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,Cn1ncc2cc(Nc3n[nH]c4cccnc34)ccc21,2.59,0.118,CHEMBL,CHEMBL
Cn1ncc2ccc(Nc3n[nH]c4cccnc34)cc21,Cn1ncc2ccc(Nc3n[nH]c4cccnc34)cc21,2.59,0.093,CHEMBL,CHEMBL
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCc2cc(S(=O)(=O)Nc3ncccn3)ccc21,Cn1nccc1-c1cc(C(F)(F)F)ccc1C1CCc2cc(S(=O)(=O)Nc3ncccn3)ccc21,4.77,0.003,CHEMBL,CHEMBL
Cn1nccc1-c1cc(C(F)(F)F)ccc1[C@H]1CCOc2cc(S(=O)(=O)Nc3ncccn3)ccc21,Cn1nccc1-c1cc(C(F)(F)F)ccc1C1CCOc2cc(S(=O)(=O)Nc3ncccn3)ccc21,4.61,0.046,CHEMBL,CHEMBL
Cn1nccc1[C@H]1C[C@@H](C(F)(F)F)CCN1[C@H]1CCOc2cc(S(=O)(=O)Nc3ccncn3)c(F)cc21,Cn1nccc1C1CC(C(F)(F)F)CCN1C1CCOc2cc(S(=O)(=O)Nc3ccncn3)c(F)cc21,3.99,0.016,CHEMBL,CHEMBL
Cn1nccc1[C@H]1CCCC[C@@H]1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,Cn1nccc1C1CCCCC1Oc1cc(F)c(S(=O)(=O)Nc2ccncn2)cc1Cl,3.91,0.009,CHEMBL,CHEMBL
Cn1nccc1-c1nccc2cc(Nc3n[nH]c4cccnc34)ccc12,Cn1nccc1-c1nccc2cc(Nc3n[nH]c4cccnc34)ccc12,3.65,0.00096,CHEMBL,CHEMBL
Cn1nccc1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,Cn1nccc1CCOc1ccc(C2CCN(c3ccc4nnc(C(F)(F)F)n4n3)CC2)cc1,3.88,0.0016,CHEMBL,CHEMBL
Cn1nccc1Nc1nccc(-c2ccn([C@H](CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,Cn1nccc1Nc1nccc(-c2ccn(C(CO)c3ccc(Cl)c(F)c3)c(=O)c2)n1,3.16,0.08,CHEMBL,CHEMBL
Cn1ncn(-c2ccc(C(=O)N[C@@H]3CCN(c4ncc(Cl)c5c(N)noc45)C3)c(Cl)c2)c1=O,Cn1ncn(-c2ccc(C(=O)NC3CCN(c4ncc(Cl)c5c(N)noc45)C3)c(Cl)c2)c1=O,2,0.016,CHEMBL,CHEMBL
Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C3CCC(F)(F)CC3)c(F)c2)n1,Cn1nnc(-c2c(F)cc(Cl)cc2-c2cnc(CNC(=O)N(O)C3CCC(F)(F)CC3)c(F)c2)n1,4.35,0.013,CHEMBL,CHEMBL
CN1N=NC(=N1)C1=CC=C(C=N1)C1=CC=C(C=C1F)N1CC(CO)OC1=O,Cn1nnc(-c2ccc(-c3ccc(N4CC(CO)OC4=O)cc3F)cn2)n1,2.15,0.11,HTTK,HTTK
CN1N=NC2=C(N=CN2C1=O)C(N)=O,Cn1nnc2c(C(N)=O)ncn2c1=O,-0.6,0.85,HTTK,
Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)c(N)c21,Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)c(N)c21,1.87,0.084,CHEMBL,CHEMBL
Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc21,Cn1nnc2ccc(C(=O)NC3CN(c4cc(Cl)ncc4Cl)C3)cc21,2.29,0.132,CHEMBL,CHEMBL
Cn1nnc2ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc3c21,Cn1nnc2ccc3c(NC4CN(c5cc(Cl)ncc5Cl)C4)ncnc3c21,2.91,0.021,CHEMBL,CHEMBL
CNC(NCCSCC1=CSC(CN(C)C)=N1)=C[N+]([O-])=O,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1,1.1,0.7,DRUGBANK,Watanabe
CNC(NCCSCC1=C(C)NC=N1)=NC#N,CNC(=NC#N)NCCSCc1nc[nH]c1C,0.4,0.78,HTTK,HTTK
CNC(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,CNC(=O)C(=O)N(C)c1nc(C(=O)NCc2ccc(F)cc2)c(O)c2ncccc12,1.11,0.017,CHEMBL,CHEMBL
CNC(=O)C(=O)NCCCC/C=C\CCCCCCCCCC(=O)O,CNC(=O)C(=O)NCCCCC=CCCCCCCCCCC(=O)O,3.17,0.0009,CHEMBL,CHEMBL
CNC(=O)C(=O)NCCCC/C=C\CCCCCCCCCc1nnn[nH]1,CNC(=O)C(=O)NCCCCC=CCCCCCCCCCc1nnn[nH]1,2.45,0.0003,CHEMBL,CHEMBL
CNC(=O)C(=O)NCCCC/C=C\CCCCCCCOCC(=O)O,CNC(=O)C(=O)NCCCCC=CCCCCCCCOCC(=O)O,2.02,0.0063,CHEMBL,CHEMBL
CNC(=O)[C@H](C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,CNC(=O)C(C)Cn1cnc2ccc(-c3cnc(OC)c(NS(=O)(=O)c4ccc(F)cc4Cl)c3)cc2c1=O,3.44,0.014,CHEMBL,CHEMBL
CNC(=O)[C@@H](c1ccccc1)N1CCn2c(C3CC3)nc(Cl)c2[C@@H]1CCc1ccc(C(F)(F)F)cc1,CNC(=O)C(c1ccccc1)N1CCn2c(C3CC3)nc(Cl)c2C1CCc1ccc(C(F)(F)F)cc1,5.91,0.01,CHEMBL,CHEMBL
[11CH3]NC(=O)[C@@H](Cc1ccccc1F)CN1CCC2(CC1)OCCc1cc(F)sc12,CNC(=O)C(Cc1ccccc1F)CN1CCC2(CC1)OCCc1cc(F)sc12,3.5,0.11,CHEMBL,CHEMBL
CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,CNC(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1,4.75,0.043,CHEMBL,CHEMBL
CNC(=O)C(O/N=C(\C(=O)N[C@@H]1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,CNC(=O)C(ON=C(C(=O)NC1C(=O)N(OS(=O)(=O)O)C1(C)C)c1csc(N)n1)c1cc(=O)c(O)cn1O,-2.12,0.0069,CHEMBL,CHEMBL
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)[C@H](O)[C@@H]2O,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccc(Br)s4)nc31)C(O)C2O,1.12,0.0267,CHEMBL,CHEMBL
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)[C@H](O)[C@@H]2O,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccc(Cl)s4)nc31)C(O)C2O,1.01,0.0267,CHEMBL,CHEMBL
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4ccco4)nc31)[C@H](O)[C@@H]2O,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4ccco4)nc31)C(O)C2O,-0.11,0.242,CHEMBL,CHEMBL
CNC(=O)[C@@]12C[C@@H]1[C@@H](n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)[C@H](O)[C@@H]2O,CNC(=O)C12CC1C(n1cnc3c(NC)nc(C#Cc4cnccn4)nc31)C(O)C2O,-0.91,0.612,CHEMBL,CHEMBL
CNC(=O)c1c(C(N)=O)nc2n1CCOc1ccc(C#C[C@@](C)(O)c3cc(C)on3)cc1-2,CNC(=O)c1c(C(N)=O)nc2n1CCOc1ccc(C#CC(C)(O)c3cc(C)on3)cc1-2,0.96,0.06,CHEMBL,CHEMBL
CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,CNC(=O)c1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2ccc(F)cc12,3.21,0.11,CHEMBL,CHEMBL
CNC(=O)c1c(-c2ccccn2)c([C@H](C)Nc2ncnc(N)c2C#N)nc2cccc(F)c12,CNC(=O)c1c(-c2ccccn2)c(C(C)Nc2ncnc(N)c2C#N)nc2cccc(F)c12,3.21,0.42,CHEMBL,CHEMBL
CNC(=O)c1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1OC,CNC(=O)c1cc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)ccc1OC,2.51,,CHEMBL,
CNC(=O)c1cc(-c2ccc3c(N4CCOC[C@@H]4C)nc(N4CCOC[C@@H]4C)nc3n2)ccc1OC(F)F,CNC(=O)c1cc(-c2ccc3c(N4CCOCC4C)nc(N4CCOCC4C)nc3n2)ccc1OC(F)F,3.1,,CHEMBL,
CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(C(C)(C)C)n(C)c(=O)c1O,1.21,0.07,CHEMBL,CHEMBL
CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,CNC(=O)c1cc(F)ccc1CNC(=O)c1nc(N2CCCCS2(=O)=O)c2cccnc2c1O,1.69,0.08,CHEMBL,CHEMBL
CNC(=O)c1cc(F)ccc1CNC(=O)c1ncc2cccnc2c1O,CNC(=O)c1cc(F)ccc1CNC(=O)c1ncc2cccnc2c1O,1.76,0.02,CHEMBL,CHEMBL
CNC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,CNC(=O)c1cc2c(Oc3ccc(Cl)cc3)cncc2s1,4.1,0.015,CHEMBL,CHEMBL
CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1,CNC(=O)c1cc2c(Oc3ccc(I)cc3)cncc2s1,4.05,0.002,CHEMBL,CHEMBL
CNC(=O)c1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1,CNC(=O)c1ccc(-c2cc(-c3ccc(S(C)(=O)=O)cc3)cnc2N)cc1,2.76,0.182,CHEMBL,CHEMBL
CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,CNC(=O)c1ccc(-c2cc3cccc(-c4nn(C5CCOCC5)c5c4CN(C(C)=O)CC5)c3cn2)cn1,3.78,0.05,CHEMBL,CHEMBL
CNC(=O)c1ccc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,CNC(=O)c1ccc(F)c2c(C(=O)C(=O)N3CCN(C(=O)c4ccccc4)CC3)c[nH]c12,1.83,0.011,CHEMBL,CHEMBL
CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,CNC(=O)c1ccc(Nc2nccc(-c3cnc(C)n3C(C)C)n2)cc1F,3.47,0.08,CHEMBL,CHEMBL
CNC(=O)c1ccc(O)cc1OC[C@@H](O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,CNC(=O)c1ccc(O)cc1OCC(O)CN1CCC2(CC1)Cc1cc(F)ccc1O2,2.1,,CHEMBL,
CNC(=O)c1cccc(-c2cnc(NC[C@]3(c4ncccc4F)C[C@H](F)C3)nc2)c1,CNC(=O)c1cccc(-c2cnc(NCC3(c4ncccc4F)CC(F)C3)nc2)c1,3.52,0.65,CHEMBL,CHEMBL
CNC(=O)C1=CC=CC=C1SC1=CC=C2C(NN=C2C=CC2=CC=CC=N2)=C1,CNC(=O)c1ccccc1Sc1ccc2c(C=Cc3ccccn3)n[nH]c2c1,3.53,0.004,HTTK,HTTK
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C)n3)nn2)nn1,CNC(=O)c1cn(CC(F)CCc2ccc(NC(=O)Cc3cc(C(F)(F)F)cc(C)n3)nn2)nn1,2.3,0.04,CHEMBL,CHEMBL
CNC(=O)c1cn(C[C@H](F)CCc2ccc(NC(=O)Cc3cc(-c4cccc(OC(F)(F)F)c4)ccn3)nn2)nn1,CNC(=O)c1cn(CC(F)CCc2ccc(NC(=O)Cc3cc(-c4cccc(OC(F)(F)F)c4)ccn3)nn2)nn1,3.54,0.01,CHEMBL,CHEMBL
